"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-05-25","2022","05","25","","19.6","","4.3","","12.0","","6.0","","0.0","","0.0","T","0.0","","0.0","T","","","33","","53",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-05-26","2022","05","26","","21.0","","2.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","","","27","","36",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-05-27","2022","05","27","","23.3","","10.3","","16.8","","1.2","","0.0","","0.4","","0.0","","0.4","","","","24","","80",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-05-28","2022","05","28","","20.3","","4.9","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","30","","46",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-05-29","2022","05","29","","15.8","","4.7","","10.3","","7.7","","0.0","","0.6","","0.0","","0.6","","","","32","","47",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-05-30","2022","05","30","","17.3","","3.1","","10.2","","7.8","","0.0","","0.0","T","0.0","","0.0","T","","","34","","57",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-05-31","2022","05","31","","19.6","","-2.3","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","","","36","","39",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-01","2022","06","01","","21.2","","0.2","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","34","","43",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-02","2022","06","02","","22.6","","-1.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","12","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-03","2022","06","03","","25.2","","8.1","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","15","","50",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-04","2022","06","04","","22.6","","13.6","","18.1","","0.0","","0.1","","0.0","T","0.0","","0.0","T","","","15","","51",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-05","2022","06","05","","20.1","","14.1","","17.1","","0.9","","0.0","","0.0","T","0.0","","0.0","T","","","14","","58",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-06","2022","06","06","","15.8","","9.2","","12.5","","5.5","","0.0","","11.3","","0.0","","11.3","","","","12","","51",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-07","2022","06","07","","18.3","","9.8","","14.1","","3.9","","0.0","","11.8","","0.0","","11.8","","","","20","","52",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-08","2022","06","08","","22.1","","8.3","","15.2","","2.8","","0.0","","0.8","","0.0","","0.8","","","","24","","65",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-09","2022","06","09","","23.1","","4.5","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","26","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-10","2022","06","10","","22.6","","11.4","","17.0","","1.0","","0.0","","0.0","T","0.0","","0.0","T","","","34","","51",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-11","2022","06","11","","22.5","","8.3","","15.4","","2.6","","0.0","","0.2","","0.0","","0.2","","","","30","","50",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-12","2022","06","12","","20.2","","2.5","","11.4","","6.6","","0.0","","3.0","","0.0","","3.0","","","","1","","42",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-13","2022","06","13","","22.7","","5.5","","14.1","","3.9","","0.0","","1.9","","0.0","","1.9","","","","5","","58",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-14","2022","06","14","","16.0","","11.4","","13.7","","4.3","","0.0","","49.3","","0.0","","49.3","","","","1","","69",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-15","2022","06","15","","18.2","","11.5","","14.9","","3.1","","0.0","","13.3","","0.0","","13.3","","","","35","","69",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-16","2022","06","16","","21.3","","7.5","","14.4","","3.6","","0.0","","0.0","T","0.0","","0.0","T","","","13","","50",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-17","2022","06","17","","20.3","","12.5","","16.4","","1.6","","0.0","","8.1","","0.0","","8.1","","","","13","","47",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-18","2022","06","18","","21.0","","13.5","","17.3","","0.7","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-19","2022","06","19","","21.9","","8.2","","15.1","","2.9","","0.0","","0.4","","0.0","","0.4","","","","30","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-20","2022","06","20","","20.6","","9.1","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","","","33","","44",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-21","2022","06","21","","23.4","","4.4","","13.9","","4.1","","0.0","","1.1","","0.0","","1.1","","","","21","","48",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-22","2022","06","22","","19.9","","9.1","","14.5","","3.5","","0.0","","9.4","","0.0","","9.4","","","","34","","50",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-23","2022","06","23","","13.9","","6.0","","10.0","","8.0","","0.0","","25.5","","0.0","","25.5","","","","3","","49",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-24","2022","06","24","","16.1","","8.6","","12.4","","5.6","","0.0","","4.2","","0.0","","4.2","","","","35","","51",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-25","2022","06","25","","20.4","","5.7","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","28","","33",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-26","2022","06","26","","25.4","","6.7","","16.1","","1.9","","0.0","","0.0","T","0.0","","0.0","T","","","35","","55",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-27","2022","06","27","","20.8","","7.4","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","6","","41",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-28","2022","06","28","","21.3","","11.8","","16.6","","1.4","","0.0","","3.7","","0.0","","3.7","","","","13","","50",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-29","2022","06","29","","20.3","","7.7","","14.0","","4.0","","0.0","","1.1","","0.0","","1.1","","","","3","","37",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-06-30","2022","06","30","","22.2","","8.5","","15.4","","2.6","","0.0","","0.4","","0.0","","0.4","","","","35","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-01","2022","07","01","","20.9","","8.6","","14.8","","3.2","","0.0","","0.0","T","0.0","","0.0","T","","","34","","40",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-02","2022","07","02","","14.8","","8.1","","11.5","","6.5","","0.0","","14.6","","0.0","","14.6","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-03","2022","07","03","","20.4","","3.7","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-04","2022","07","04","","20.9","","6.4","","13.7","","4.3","","0.0","","1.1","","0.0","","1.1","","","","14","","43",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-05","2022","07","05","","15.6","","12.2","","13.9","","4.1","","0.0","","38.2","","0.0","","38.2","","","","9","","52",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-06","2022","07","06","","19.4","","11.6","","15.5","","2.5","","0.0","","1.1","","0.0","","1.1","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-07","2022","07","07","","22.1","","12.8","","17.5","","0.5","","0.0","","0.0","T","0.0","","0.0","T","","","12","","47",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-08","2022","07","08","","23.4","","10.1","","16.8","","1.2","","0.0","","0.3","","0.0","","0.3","","","","31","","41",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-09","2022","07","09","","22.6","","11.1","","16.9","","1.1","","0.0","","0.5","","0.0","","0.5","","","","25","","59",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-10","2022","07","10","","23.4","","9.9","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","29","","41",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-11","2022","07","11","","25.3","","6.8","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-12","2022","07","12","","28.3","","11.2","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","","","15","","33",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-13","2022","07","13","","22.5","","8.8","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","32","","47",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-14","2022","07","14","","25.2","","6.6","","15.9","","2.1","","0.0","","0.6","","0.0","","0.6","","","","18","","37",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-15","2022","07","15","","28.1","","10.3","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-16","2022","07","16","","26.0","","13.0","","19.5","","0.0","","1.5","","0.0","T","0.0","","0.0","T","","","29","","39",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-17","2022","07","17","","23.5","","12.1","","17.8","","0.2","","0.0","","0.6","","0.0","","0.6","","","","22","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-18","2022","07","18","","25.4","","12.0","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-19","2022","07","19","","24.1","","11.2","","17.7","","0.3","","0.0","","4.1","","0.0","","4.1","","","","28","","54",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-20","2022","07","20","","23.5","","6.3","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","","","26","","36",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-21","2022","07","21","","26.0","","7.0","","16.5","","1.5","","0.0","","2.4","","0.0","","2.4","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-22","2022","07","22","","21.9","","11.6","","16.8","","1.2","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-23","2022","07","23","","24.5","","8.7","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-24","2022","07","24","","25.2","","11.9","","18.6","","0.0","","0.6","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-25","2022","07","25","","20.9","","13.4","","17.2","","0.8","","0.0","","0.2","","0.0","","0.2","","","","31","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-26","2022","07","26","","24.4","","9.8","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-27","2022","07","27","","27.2","","12.3","","19.8","","0.0","","1.8","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-28","2022","07","28","","28.5","","14.8","","21.7","","0.0","","3.7","","0.0","","0.0","","0.0","","","","19","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-29","2022","07","29","","28.1","","12.6","","20.4","","0.0","","2.4","","0.8","","0.0","","0.8","","","","22","","69",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-30","2022","07","30","","24.7","","13.4","","19.1","","0.0","","1.1","","0.0","T","0.0","","0.0","T","","","34","","36",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-07-31","2022","07","31","","22.7","","12.8","","17.8","","0.2","","0.0","","0.6","","0.0","","0.6","","","","5","","39",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-01","2022","08","01","","23.9","","11.9","","17.9","","0.1","","0.0","","2.6","","0.0","","2.6","","","","13","","34",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-02","2022","08","02","","21.5","","8.8","","15.2","","2.8","","0.0","","0.0","T","0.0","","0.0","T","","","31","","52",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-03","2022","08","03","","19.6","","8.5","","14.1","","3.9","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-04","2022","08","04","","19.1","","11.7","","15.4","","2.6","","0.0","","10.4","","0.0","","10.4","","","","29","","48",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-05","2022","08","05","","17.8","","7.4","","12.6","","5.4","","0.0","","1.4","","0.0","","1.4","","","","31","","49",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-06","2022","08","06","","23.3","","6.5","","14.9","","3.1","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-07","2022","08","07","","27.7","","13.8","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-08","2022","08","08","","23.0","","7.4","","15.2","","2.8","","0.0","","0.8","","0.0","","0.8","","","","32","","53",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-09","2022","08","09","","23.0","","5.5","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","","","11","","46",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-10","2022","08","10","","25.8","","10.3","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-11","2022","08","11","","27.3","","10.8","","19.1","","0.0","","1.1","","0.0","T","0.0","","0.0","T","","","26","","40",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-12","2022","08","12","","26.9","","10.1","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-13","2022","08","13","","28.5","","14.9","","21.7","","0.0","","3.7","","1.0","","0.0","","1.0","","","","32","","64",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-14","2022","08","14","","24.5","","10.4","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","32","","45",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-15","2022","08","15","","27.5","","8.7","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-16","2022","08","16","","27.3","","9.4","","18.4","","0.0","","0.4","","0.0","T","0.0","","0.0","T","","","29","","41",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-17","2022","08","17","","26.7","","8.1","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-18","2022","08","18","","27.9","","7.4","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-19","2022","08","19","","30.3","","12.1","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","","","14","","44",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-20","2022","08","20","","29.4","","13.3","","21.4","","0.0","","3.4","","0.4","","0.0","","0.4","","","","29","","47",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-21","2022","08","21","","25.5","","15.0","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-22","2022","08","22","","26.9","","7.4","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-23","2022","08","23","","26.9","","9.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","7","","34",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-24","2022","08","24","","27.9","","6.3","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-25","2022","08","25","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","17","","39",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-26","2022","08","26","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-27","2022","08","27","","17.6","","11.5","","14.6","","3.4","","0.0","","2.1","","0.0","","2.1","","","","31","","50",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-28","2022","08","28","","22.3","","7.0","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","30","","43",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-29","2022","08","29","","27.8","","3.5","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","32","","41",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-30","2022","08","30","","31.4","","7.3","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-08-31","2022","08","31","","31.7","","8.1","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-01","2022","09","01","","23.3","","5.2","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","","","33","","59",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-02","2022","09","02","","31.4","","7.2","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","16","","38",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-03","2022","09","03","","33.1","","5.8","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-04","2022","09","04","","31.6","","8.6","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-05","2022","09","05","","20.4","","6.7","","13.6","","4.4","","0.0","","1.2","","0.0","","1.2","","","","31","","42",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-06","2022","09","06","","20.4","","0.7","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","","","16","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-07","2022","09","07","","19.1","","3.8","","11.5","","6.5","","0.0","","1.8","","0.0","","1.8","","","","32","","63",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-08","2022","09","08","","16.8","","2.9","","9.9","","8.1","","0.0","","1.6","","0.0","","1.6","","","","36","","64",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-09","2022","09","09","","17.4","","1.7","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","","","33","","37",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-10","2022","09","10","","25.2","","1.2","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-11","2022","09","11","","28.0","","2.8","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-12","2022","09","12","","20.9","","4.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","10","","35",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-13","2022","09","13","","20.3","","2.9","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","7","","35",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-14","2022","09","14","","22.0","","0.9","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-15","2022","09","15","","22.3","","3.1","","12.7","","5.3","","0.0","","7.0","","0.0","","7.0","","","","13","","47",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-16","2022","09","16","","20.6","","3.6","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-17","2022","09","17","","16.1","","3.2","","9.7","","8.3","","0.0","","0.0","T","0.0","","0.0","T","","","30","","45",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-18","2022","09","18","","17.9","","2.7","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","25","","36",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-19","2022","09","19","","12.2","","5.3","","8.8","","9.2","","0.0","","3.5","","0.0","","3.5","","","","30","","44",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-20","2022","09","20","","14.7","","-0.8","","7.0","","11.0","","0.0","","0.0","T","0.0","","0.0","T","","","32","","38",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-21","2022","09","21","","20.2","","-0.4","","9.9","","8.1","","0.0","","0.0","","0.0","","0.0","","","","15","","42",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-22","2022","09","22","","22.4","","4.0","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","15","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-23","2022","09","23","","18.3","","1.0","","9.7","","8.3","","0.0","","0.0","T","0.0","","0.0","T","","","34","","39",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-24","2022","09","24","","18.9","","1.6","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","30","","60",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-25","2022","09","25","","22.9","","-2.4","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","25","","39",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-26","2022","09","26","","25.1","","7.3","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-27","2022","09","27","","25.1","","7.9","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-28","2022","09","28","","27.4","","3.3","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-29","2022","09","29","","18.1","","3.0","","10.6","","7.4","","0.0","","0.0","T","0.0","","0.0","T","","","31","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-09-30","2022","09","30","","19.3","","3.4","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","3","","33",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-01","2022","10","01","","20.3","","0.0","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","","","15","","40",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-02","2022","10","02","","24.6","","4.7","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","","","18","","33",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-03","2022","10","03","","21.7","","3.4","","12.6","","5.4","","0.0","","0.0","T","0.0","","0.0","T","","","13","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-04","2022","10","04","","20.2","","2.3","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-05","2022","10","05","","13.1","","4.1","","8.6","","9.4","","0.0","","0.8","","0.0","","0.8","","","","11","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-06","2022","10","06","","17.1","","1.1","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","18","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-07","2022","10","07","","21.2","","-2.5","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-08","2022","10","08","","22.1","","-1.2","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-09","2022","10","09","","21.4","","-0.1","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-10","2022","10","10","","20.7","","2.9","","11.8","","6.2","","0.0","","0.2","","0.0","","0.2","","","","31","","59",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-11","2022","10","11","","12.3","","-0.3","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","30","","59",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-12","2022","10","12","","13.8","","-1.6","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","30","","52",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-13","2022","10","13","","23.4","","-3.4","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","","","28","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-14","2022","10","14","","20.5","","7.9","","14.2","","3.8","","0.0","","0.0","T","0.0","","0.0","T","","","31","","71",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-15","2022","10","15","","10.9","","-2.8","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","","","35","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-16","2022","10","16","","19.3","","-2.3","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-17","2022","10","17","","23.1","","-1.4","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-18","2022","10","18","","21.8","","-2.1","","9.9","","8.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-19","2022","10","19","","21.9","","-3.1","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-20","2022","10","20","","13.8","","-0.4","","6.7","","11.3","","0.0","","1.3","","0.0","","1.3","","","","32","","73",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-21","2022","10","21","","8.7","","-0.2","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","25","","41",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-22","2022","10","22","","3.6","","-0.9","","1.4","","16.6","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-23","2022","10","23","","6.2","","-5.2","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-24","2022","10","24","","3.0","","-5.6","","-1.3","","19.3","","0.0","","0.2","","0.0","T","0.2","","0","T","14","","36",""
