date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2023-04-24,0.6,3.84,450,"1993-04-17 2022-05-01",77.95,15.24,450,"1993-04-17 2022-05-01",13.06,6.12,450,"1993-04-17 2022-05-01",26.21,8.42,450,"1993-04-17 2022-05-01",-5.56,4.11,450,"1993-04-17 2022-05-01",35.14,16.06,450,"1993-04-17 2022-05-01",1.24,3.83,450,"1993-04-17 2022-05-01",4.08,4.14,450,"1993-04-17 2022-05-01",0.92,2.84,441,"1993-04-17 2022-05-01",,,,,,,,,,,,,,,,
2023-04-23,0.42,3.86,450,"1993-04-16 2022-04-30",78,15.52,450,"1993-04-16 2022-04-30",12.81,6.28,450,"1993-04-16 2022-04-30",26.11,8.48,450,"1993-04-16 2022-04-30",-5.67,4.11,450,"1993-04-16 2022-04-30",35.67,16.53,450,"1993-04-16 2022-04-30",0.98,3.87,450,"1993-04-16 2022-04-30",4.06,4.15,450,"1993-04-16 2022-04-30",0.95,2.88,441,"1993-04-16 2022-04-30",,,,,,,,,,,,,,,,
2023-04-22,0.18,3.94,450,"1993-04-15 2022-04-29",77.94,15.49,450,"1993-04-15 2022-04-29",12.45,6.46,450,"1993-04-15 2022-04-29",26.04,8.48,450,"1993-04-15 2022-04-29",-5.87,4.14,450,"1993-04-15 2022-04-29",36.17,17.21,450,"1993-04-15 2022-04-29",0.75,3.92,450,"1993-04-15 2022-04-29",4.05,4.15,450,"1993-04-15 2022-04-29",0.96,2.87,440,"1993-04-16 2022-04-29",,,,,,,,,,,,,,,,
2023-04-21,0,3.98,450,"1993-04-14 2022-04-28",78.16,15.72,450,"1993-04-14 2022-04-28",12.09,6.58,450,"1993-04-14 2022-04-28",26.03,8.47,450,"1993-04-14 2022-04-28",-5.95,4.16,450,"1993-04-14 2022-04-28",36.95,17.88,450,"1993-04-14 2022-04-28",0.52,3.91,450,"1993-04-14 2022-04-28",4.1,4.15,450,"1993-04-14 2022-04-28",1.07,3.04,441,"1993-04-14 2022-04-28",,,,,,,,,,,,,,,,
2023-04-20,-0.2,4.06,450,"1993-04-13 2022-04-27",78.14,15.72,450,"1993-04-13 2022-04-27",11.73,6.58,450,"1993-04-13 2022-04-27",25.9,8.46,450,"1993-04-13 2022-04-27",-6.07,4.28,450,"1993-04-13 2022-04-27",37.53,18.12,450,"1993-04-13 2022-04-27",0.35,3.98,450,"1993-04-13 2022-04-27",4.08,4.14,450,"1993-04-13 2022-04-27",1.09,3.06,442,"1993-04-13 2022-04-27",,,,,,,,,,,,,,,,
2023-04-19,-0.35,4.15,450,"1993-04-12 2022-04-26",78.22,15.51,450,"1993-04-12 2022-04-26",11.48,6.58,450,"1993-04-12 2022-04-26",25.68,8.27,450,"1993-04-12 2022-04-26",-6.28,4.34,450,"1993-04-12 2022-04-26",37.48,17.91,450,"1993-04-12 2022-04-26",0.14,4.02,450,"1993-04-12 2022-04-26",4.01,4.09,450,"1993-04-12 2022-04-26",0.95,2.82,442,"1993-04-12 2022-04-26",,,,,,,,,,,,,,,,
2023-04-18,-0.5,4.21,450,"1993-04-11 2022-04-25",78.14,15.56,450,"1993-04-11 2022-04-25",11.3,6.58,450,"1993-04-11 2022-04-25",25.62,8.35,450,"1993-04-11 2022-04-25",-6.44,4.36,450,"1993-04-11 2022-04-25",37.64,17.84,450,"1993-04-11 2022-04-25",-0.05,4.05,450,"1993-04-11 2022-04-25",3.94,4.01,450,"1993-04-11 2022-04-25",0.93,2.8,442,"1993-04-11 2022-04-25",,,,,,,,,,,,,,,,
2023-04-17,-0.63,4.16,450,"1993-04-10 2022-04-24",78.36,15.33,450,"1993-04-10 2022-04-24",11.06,6.54,450,"1993-04-10 2022-04-24",25.38,8.39,450,"1993-04-10 2022-04-24",-6.56,4.33,450,"1993-04-10 2022-04-24",37.87,17.49,450,"1993-04-10 2022-04-24",-0.28,4,450,"1993-04-10 2022-04-24",3.89,3.94,450,"1993-04-10 2022-04-24",0.96,2.82,441,"1993-04-10 2022-04-24",,,,,,,,,,,,,,,,
2023-04-16,-0.75,4.1,450,"1993-04-09 2022-04-23",78.28,15.25,450,"1993-04-09 2022-04-23",10.86,6.46,450,"1993-04-09 2022-04-23",25.47,8.57,450,"1993-04-09 2022-04-23",-6.7,4.2,450,"1993-04-09 2022-04-23",37.99,17.16,450,"1993-04-09 2022-04-23",-0.48,4,450,"1993-04-09 2022-04-23",3.94,4.11,450,"1993-04-09 2022-04-23",0.92,2.74,442,"1993-04-09 2022-04-23",,,,,,,,,,,,,,,,
2023-04-15,-0.85,4.16,450,"1993-04-08 2022-04-22",78.45,15.18,450,"1993-04-08 2022-04-22",10.62,6.5,450,"1993-04-08 2022-04-22",25.45,8.39,450,"1993-04-08 2022-04-22",-6.75,4.24,450,"1993-04-08 2022-04-22",38.54,17.25,450,"1993-04-08 2022-04-22",-0.64,4.02,450,"1993-04-08 2022-04-22",3.84,4.07,450,"1993-04-08 2022-04-22",0.85,2.47,440,"1993-04-09 2022-04-22",,,,,,,,,,,,,,,,
2023-04-14,-1.06,4.17,450,"1993-04-07 2022-04-21",78.67,15.02,450,"1993-04-07 2022-04-21",10.3,6.49,450,"1993-04-07 2022-04-21",25.03,8.17,450,"1993-04-07 2022-04-21",-6.85,4.27,450,"1993-04-07 2022-04-21",39.1,17.24,450,"1993-04-07 2022-04-21",-0.91,3.99,450,"1993-04-07 2022-04-21",3.82,4.17,450,"1993-04-07 2022-04-21",0.86,2.49,441,"1993-04-07 2022-04-21",,,,,,,,,,,,,,,,
2023-04-13,-1.27,4.21,450,"1993-04-06 2022-04-20",78.86,14.97,450,"1993-04-06 2022-04-20",9.8,6.36,450,"1993-04-06 2022-04-20",24.95,8.14,450,"1993-04-06 2022-04-20",-7.07,4.27,450,"1993-04-06 2022-04-20",39.61,17.13,450,"1993-04-06 2022-04-20",-1.17,4,450,"1993-04-06 2022-04-20",3.81,4.11,450,"1993-04-06 2022-04-20",0.83,2.45,442,"1993-04-06 2022-04-20",,,,,,,,,,,,,,,,
2023-04-12,-1.5,4.25,450,"1993-04-05 2022-04-19",79.39,14.73,450,"1993-04-05 2022-04-19",9.33,6.37,450,"1993-04-05 2022-04-19",24.91,7.99,450,"1993-04-05 2022-04-19",-7.32,4.29,450,"1993-04-05 2022-04-19",40.11,17.22,450,"1993-04-05 2022-04-19",-1.52,4.02,450,"1993-04-05 2022-04-19",3.83,4.09,450,"1993-04-05 2022-04-19",0.86,2.4,442,"1993-04-05 2022-04-19",,,,,,,,,,,,,,,,
2023-04-11,-1.68,4.29,450,"1993-04-04 2022-04-18",79.74,14.29,450,"1993-04-04 2022-04-18",8.91,6.35,450,"1993-04-04 2022-04-18",24.9,8.01,450,"1993-04-04 2022-04-18",-7.5,4.36,450,"1993-04-04 2022-04-18",40.58,17.02,450,"1993-04-04 2022-04-18",-1.77,4.09,450,"1993-04-04 2022-04-18",3.73,4.05,450,"1993-04-04 2022-04-18",0.79,2.23,443,"1993-04-04 2022-04-18",,,,,,,,,,,,,,,,
2023-04-10,-1.83,4.42,450,"1993-04-03 2022-04-17",80.08,14.2,450,"1993-04-03 2022-04-17",8.63,6.41,450,"1993-04-03 2022-04-17",24.88,8.02,450,"1993-04-03 2022-04-17",-7.64,4.47,450,"1993-04-03 2022-04-17",41.03,16.78,450,"1993-04-03 2022-04-17",-2.07,4.31,450,"1993-04-03 2022-04-17",3.71,4.08,450,"1993-04-03 2022-04-17",0.74,2.16,442,"1993-04-04 2022-04-17",,,,,,,,,,,,,,,,
2023-04-09,-2.1,4.53,450,"1993-04-02 2022-04-16",80.16,14.01,450,"1993-04-02 2022-04-16",8.23,6.41,450,"1993-04-02 2022-04-16",24.68,8.02,450,"1993-04-02 2022-04-16",-7.86,4.58,450,"1993-04-02 2022-04-16",41.5,16.85,450,"1993-04-02 2022-04-16",-2.41,4.48,450,"1993-04-02 2022-04-16",3.78,4.25,450,"1993-04-02 2022-04-16",0.74,2.17,442,"1993-04-02 2022-04-16",,,,,,,,,,,,,,,,
2023-04-08,-2.26,4.66,450,"1993-04-01 2022-04-15",80.52,13.66,450,"1993-04-01 2022-04-15",7.83,6.37,450,"1993-04-01 2022-04-15",24.88,8.34,450,"1993-04-01 2022-04-15",-8.01,4.69,450,"1993-04-01 2022-04-15",41.98,16.73,450,"1993-04-01 2022-04-15",-2.61,4.65,450,"1993-04-01 2022-04-15",3.95,4.39,450,"1993-04-01 2022-04-15",0.72,2.13,442,"1993-04-01 2022-04-15",,,,,,,,,,,,,,,,
2023-04-07,-2.25,4.78,450,"1993-03-31 2022-04-14",80.63,13.67,450,"1993-03-31 2022-04-14",7.71,6.43,450,"1993-03-31 2022-04-14",24.9,8.39,450,"1993-03-31 2022-04-14",-8.08,4.82,450,"1993-03-31 2022-04-14",41.96,16.15,450,"1993-03-31 2022-04-14",-2.71,4.8,450,"1993-03-31 2022-04-14",4.04,4.43,450,"1993-03-31 2022-04-14",0.67,1.96,443,"1993-04-01 2022-04-14",,,,,,,,,,,,,,,,
2023-04-06,-2.4,4.89,450,"1993-03-30 2022-04-13",80.34,13.46,450,"1993-03-30 2022-04-13",7.65,6.54,450,"1993-03-30 2022-04-13",24.75,8.32,450,"1993-03-30 2022-04-13",-8.22,4.93,450,"1993-03-30 2022-04-13",41.74,15.61,450,"1993-03-30 2022-04-13",-2.85,4.9,450,"1993-03-30 2022-04-13",3.91,4.4,450,"1993-03-30 2022-04-13",0.54,1.65,442,"1993-04-01 2022-04-13",,,,,,,,,,,,,,,,
2023-04-05,-2.48,4.84,450,"1993-03-29 2022-04-12",80.34,13.32,450,"1993-03-29 2022-04-12",7.53,6.58,450,"1993-03-29 2022-04-12",24.66,8.27,450,"1993-03-29 2022-04-12",-8.34,4.87,450,"1993-03-29 2022-04-12",41.64,15.25,450,"1993-03-29 2022-04-12",-3.02,4.84,450,"1993-03-29 2022-04-12",3.84,4.38,450,"1993-03-29 2022-04-12",0.47,1.46,442,"1993-03-29 2022-04-12",,,,,,,,,,,,,,,,
2023-04-04,-2.59,4.76,450,"1993-03-28 2022-04-11",80.5,13.35,450,"1993-03-28 2022-04-11",7.34,6.49,450,"1993-03-28 2022-04-11",24.48,8.28,450,"1993-03-28 2022-04-11",-8.37,4.85,450,"1993-03-28 2022-04-11",42.2,15.3,450,"1993-03-28 2022-04-11",-3.16,4.86,450,"1993-03-28 2022-04-11",3.82,4.37,450,"1993-03-28 2022-04-11",0.48,1.49,441,"1993-03-29 2022-04-11",,,,,,,,,,,,,,,,
2023-04-03,-2.7,4.72,450,"1993-03-27 2022-04-10",80.83,13.06,450,"1993-03-27 2022-04-10",7.07,6.42,450,"1993-03-27 2022-04-10",24.26,8.22,450,"1993-03-27 2022-04-10",-8.42,4.81,450,"1993-03-27 2022-04-10",42.67,15.27,450,"1993-03-27 2022-04-10",-3.32,4.84,450,"1993-03-27 2022-04-10",3.79,4.38,450,"1993-03-27 2022-04-10",0.49,1.51,441,"1993-03-27 2022-04-10",,,,,,,,,,,,,,,,
2023-04-02,-2.82,4.74,450,"1993-03-26 2022-04-09",81.05,12.82,450,"1993-03-26 2022-04-09",6.79,6.4,450,"1993-03-26 2022-04-09",24.12,8.13,450,"1993-03-26 2022-04-09",-8.52,4.85,450,"1993-03-26 2022-04-09",43.27,15.3,450,"1993-03-26 2022-04-09",-3.54,4.93,450,"1993-03-26 2022-04-09",3.8,4.35,450,"1993-03-26 2022-04-09",0.47,1.49,442,"1993-03-26 2022-04-09",,,,,,,,,,,,,,,,
2023-04-01,-2.98,4.71,450,"1993-03-25 2022-04-08",81.36,12.6,450,"1993-03-25 2022-04-08",6.47,6.39,450,"1993-03-25 2022-04-08",23.99,8.03,450,"1993-03-25 2022-04-08",-8.7,4.91,450,"1993-03-25 2022-04-08",43.83,15.27,450,"1993-03-25 2022-04-08",-3.8,5.03,450,"1993-03-25 2022-04-08",3.74,4.21,450,"1993-03-25 2022-04-08",0.43,1.35,442,"1993-03-25 2022-04-08",,,,,,,,,,,,,,,,
2023-03-31,-3.21,4.7,450,"1993-03-24 2022-04-07",81.74,12.39,450,"1993-03-24 2022-04-07",6.02,6.34,450,"1993-03-24 2022-04-07",23.76,7.85,450,"1993-03-24 2022-04-07",-8.93,5.02,450,"1993-03-24 2022-04-07",44.46,15.35,450,"1993-03-24 2022-04-07",-4.13,5.16,450,"1993-03-24 2022-04-07",3.77,4.23,450,"1993-03-24 2022-04-07",0.41,1.3,444,"1993-03-24 2022-04-07",,,,,,,,,,,,,,,,
2023-03-30,-3.41,4.86,450,"1993-03-23 2022-04-06",82.06,12.31,450,"1993-03-23 2022-04-06",5.58,6.39,450,"1993-03-23 2022-04-06",23.78,7.93,450,"1993-03-23 2022-04-06",-9.1,5.12,450,"1993-03-23 2022-04-06",45.32,15.58,450,"1993-03-23 2022-04-06",-4.41,5.3,450,"1993-03-23 2022-04-06",3.73,4.15,450,"1993-03-23 2022-04-06",0.39,1.24,444,"1993-03-23 2022-04-06",,,,,,,,,,,,,,,,
2023-03-29,-3.56,4.9,450,"1993-03-22 2022-04-05",82.48,12.11,450,"1993-03-22 2022-04-05",5.23,6.41,450,"1993-03-22 2022-04-05",23.64,7.91,450,"1993-03-22 2022-04-05",-9.22,5.21,450,"1993-03-22 2022-04-05",46.11,15.65,450,"1993-03-22 2022-04-05",-4.67,5.33,450,"1993-03-22 2022-04-05",3.73,4.17,450,"1993-03-22 2022-04-05",0.41,1.26,444,"1993-03-22 2022-04-05",,,,,,,,,,,,,,,,
2023-03-28,-3.68,4.93,450,"1993-03-21 2022-04-04",82.37,12.1,450,"1993-03-21 2022-04-04",5,6.38,450,"1993-03-21 2022-04-04",23.51,7.97,450,"1993-03-21 2022-04-04",-9.25,5.29,450,"1993-03-21 2022-04-04",46.8,15.83,450,"1993-03-21 2022-04-04",-4.82,5.38,450,"1993-03-21 2022-04-04",3.79,4.26,450,"1993-03-21 2022-04-04",0.36,0.97,444,"1993-03-21 2022-04-04",,,,,,,,,,,,,,,,
2023-03-27,-3.79,4.94,450,"1993-03-20 2022-04-03",82.28,12.1,450,"1993-03-20 2022-04-03",4.78,6.41,450,"1993-03-20 2022-04-03",23.45,7.99,450,"1993-03-20 2022-04-03",-9.37,5.36,450,"1993-03-20 2022-04-03",47.33,15.96,450,"1993-03-20 2022-04-03",-5.01,5.42,450,"1993-03-20 2022-04-03",3.83,4.37,450,"1993-03-20 2022-04-03",0.36,0.98,444,"1993-03-20 2022-04-03",,,,,,,,,,,,,,,,
2023-03-26,-3.91,4.94,450,"1993-03-19 2022-04-02",82.42,11.88,450,"1993-03-19 2022-04-02",4.57,6.34,450,"1993-03-19 2022-04-02",23.38,8.26,450,"1993-03-19 2022-04-02",-9.47,5.39,450,"1993-03-19 2022-04-02",47.69,16.06,450,"1993-03-19 2022-04-02",-5.16,5.46,450,"1993-03-19 2022-04-02",3.8,4.34,450,"1993-03-19 2022-04-02",0.36,0.99,444,"1993-03-20 2022-04-02",,,,,,,,,,,,,,,,
2023-03-25,-3.91,4.92,450,"1993-03-18 2022-04-01",82.6,11.73,450,"1993-03-18 2022-04-01",4.42,6.32,450,"1993-03-18 2022-04-01",23.29,8.23,450,"1993-03-18 2022-04-01",-9.46,5.41,450,"1993-03-18 2022-04-01",48.25,15.88,450,"1993-03-18 2022-04-01",-5.24,5.44,450,"1993-03-18 2022-04-01",3.77,4.15,450,"1993-03-18 2022-04-01",0.38,1.1,445,"1993-03-18 2022-04-01",,,,,,,,,,,,,,,,
2023-03-24,-4.02,4.92,450,"1993-03-17 2022-03-31",82.68,11.68,450,"1993-03-17 2022-03-31",4.28,6.31,450,"1993-03-17 2022-03-31",23.03,7.87,450,"1993-03-17 2022-03-31",-9.53,5.43,450,"1993-03-17 2022-03-31",48.59,15.74,450,"1993-03-17 2022-03-31",-5.41,5.41,450,"1993-03-17 2022-03-31",3.59,4.03,450,"1993-03-17 2022-03-31",0.39,1.1,445,"1993-03-18 2022-03-31",,,,,,,,,,,,,,,,
2023-03-23,-4.22,4.97,450,"1993-03-16 2022-03-30",82.88,11.42,450,"1993-03-16 2022-03-30",3.94,6.35,450,"1993-03-16 2022-03-30",22.71,7.74,450,"1993-03-16 2022-03-30",-9.68,5.5,450,"1993-03-16 2022-03-30",49.43,15.82,450,"1993-03-16 2022-03-30",-5.69,5.47,450,"1993-03-16 2022-03-30",3.43,4,450,"1993-03-16 2022-03-30",0.4,1.15,446,"1993-03-16 2022-03-30",,,,,,,,,,,,,,,,
2023-03-22,-4.35,5,450,"1993-03-15 2022-03-29",83.42,11.15,450,"1993-03-15 2022-03-29",3.62,6.26,450,"1993-03-15 2022-03-29",22.63,7.92,450,"1993-03-15 2022-03-29",-9.9,5.57,450,"1993-03-15 2022-03-29",50.05,15.67,450,"1993-03-15 2022-03-29",-6.02,5.55,450,"1993-03-15 2022-03-29",3.37,3.98,450,"1993-03-15 2022-03-29",0.41,1.15,447,"1993-03-15 2022-03-29",,,,,,,,,,,,,,,,
2023-03-21,-4.53,5.11,450,"1993-03-14 2022-03-28",83.53,11.22,450,"1993-03-14 2022-03-28",3.31,6.25,450,"1993-03-14 2022-03-28",22.57,7.79,450,"1993-03-14 2022-03-28",-10.08,5.7,450,"1993-03-14 2022-03-28",50.85,15.55,450,"1993-03-14 2022-03-28",-6.27,5.72,450,"1993-03-14 2022-03-28",3.4,3.96,450,"1993-03-14 2022-03-28",0.43,1.17,447,"1993-03-14 2022-03-28",,,,,,,,,,,,,,,,
2023-03-20,-4.75,5.19,450,"1993-03-13 2022-03-27",83.5,11.33,450,"1993-03-13 2022-03-27",3.01,6.35,450,"1993-03-13 2022-03-27",22.62,7.88,450,"1993-03-13 2022-03-27",-10.33,5.73,450,"1993-03-13 2022-03-27",51.11,15.53,450,"1993-03-13 2022-03-27",-6.52,5.81,450,"1993-03-13 2022-03-27",3.46,3.99,450,"1993-03-13 2022-03-27",0.45,1.22,448,"1993-03-13 2022-03-27",,,,,,,,,,,,,,,,
2023-03-19,-4.89,5.21,450,"1993-03-12 2022-03-26",83.42,11.38,450,"1993-03-12 2022-03-26",2.77,6.43,450,"1993-03-12 2022-03-26",22.83,8.01,450,"1993-03-12 2022-03-26",-10.54,5.83,450,"1993-03-12 2022-03-26",51.44,15.5,450,"1993-03-12 2022-03-26",-6.71,5.94,450,"1993-03-12 2022-03-26",3.51,4,450,"1993-03-12 2022-03-26",0.46,1.23,448,"1993-03-12 2022-03-26",,,,,,,,,,,,,,,,
2023-03-18,-5.08,5.37,450,"1993-03-11 2022-03-25",83.21,11.42,450,"1993-03-11 2022-03-25",2.57,6.67,450,"1993-03-11 2022-03-25",22.89,8.11,450,"1993-03-11 2022-03-25",-10.76,6.04,450,"1993-03-11 2022-03-25",51.55,15.62,450,"1993-03-11 2022-03-25",-6.93,6.19,450,"1993-03-11 2022-03-25",3.47,3.98,450,"1993-03-11 2022-03-25",0.45,1.23,448,"1993-03-11 2022-03-25",,,,,,,,,,,,,,,,
2023-03-17,-5.29,5.61,450,"1993-03-10 2022-03-24",83.1,11.41,450,"1993-03-10 2022-03-24",2.35,6.98,450,"1993-03-10 2022-03-24",22.61,7.93,450,"1993-03-10 2022-03-24",-10.99,6.23,450,"1993-03-10 2022-03-24",51.56,15.68,450,"1993-03-10 2022-03-24",-7.15,6.37,450,"1993-03-10 2022-03-24",3.44,3.91,450,"1993-03-10 2022-03-24",0.47,1.28,448,"1993-03-10 2022-03-24",,,,,,,,,,,,,,,,
2023-03-16,-5.54,5.86,450,"1993-03-09 2022-03-23",82.76,11.56,450,"1993-03-09 2022-03-23",2.18,7.25,450,"1993-03-09 2022-03-23",22.58,8.27,450,"1993-03-09 2022-03-23",-11.29,6.38,450,"1993-03-09 2022-03-23",51.15,15.51,450,"1993-03-09 2022-03-23",-7.4,6.58,450,"1993-03-09 2022-03-23",3.34,3.84,450,"1993-03-09 2022-03-23",0.47,1.28,447,"1993-03-10 2022-03-23",,,,,,,,,,,,,,,,
2023-03-15,-5.81,6.04,450,"1993-03-08 2022-03-22",82.58,11.52,450,"1993-03-08 2022-03-22",1.94,7.44,450,"1993-03-08 2022-03-22",22.48,8.21,450,"1993-03-08 2022-03-22",-11.71,6.68,450,"1993-03-08 2022-03-22",50.9,15.33,450,"1993-03-08 2022-03-22",-7.79,6.93,450,"1993-03-08 2022-03-22",3.31,3.83,450,"1993-03-08 2022-03-22",0.5,1.33,445,"1993-03-08 2022-03-22",,,,,,,,,,,,,,,,
2023-03-14,-6.13,6.31,450,"1993-03-07 2022-03-21",82.36,11.5,450,"1993-03-07 2022-03-21",1.67,7.75,450,"1993-03-07 2022-03-21",22.34,8.3,450,"1993-03-07 2022-03-21",-12.12,6.9,450,"1993-03-07 2022-03-21",50.76,15.26,450,"1993-03-07 2022-03-21",-8.18,7.2,450,"1993-03-07 2022-03-21",3.23,3.78,450,"1993-03-07 2022-03-21",0.5,1.31,444,"1993-03-07 2022-03-21",,,,,,,,,,,,,,,,
2023-03-13,-6.51,6.59,450,"1993-03-06 2022-03-20",82.34,11.49,450,"1993-03-06 2022-03-20",1.24,8.01,450,"1993-03-06 2022-03-20",22.31,8.35,450,"1993-03-06 2022-03-20",-12.55,7.11,450,"1993-03-06 2022-03-20",50.84,14.92,450,"1993-03-06 2022-03-20",-8.6,7.48,450,"1993-03-06 2022-03-20",3.13,3.67,450,"1993-03-06 2022-03-20",0.52,1.44,444,"1993-03-06 2022-03-20",,,,,,,,,,,,,,,,
2023-03-12,-6.86,6.75,450,"1993-03-05 2022-03-19",82.29,11.46,450,"1993-03-05 2022-03-19",0.85,8.19,450,"1993-03-05 2022-03-19",22.09,8.47,450,"1993-03-05 2022-03-19",-12.96,7.27,450,"1993-03-05 2022-03-19",50.84,14.68,450,"1993-03-05 2022-03-19",-9.04,7.68,450,"1993-03-05 2022-03-19",3.08,3.55,450,"1993-03-05 2022-03-19",0.53,1.46,443,"1993-03-06 2022-03-19",,,,,,,,,,,,,,,,
2023-03-11,-7.17,6.88,450,"1993-03-04 2022-03-18",82.17,11.39,450,"1993-03-04 2022-03-18",0.42,8.29,450,"1993-03-04 2022-03-18",21.84,8.24,450,"1993-03-04 2022-03-18",-13.28,7.4,450,"1993-03-04 2022-03-18",51.39,14.48,450,"1993-03-04 2022-03-18",-9.38,7.78,450,"1993-03-04 2022-03-18",2.98,3.51,450,"1993-03-04 2022-03-18",0.57,1.5,443,"1993-03-06 2022-03-18",,,,,,,,,,,,,,,,
2023-03-10,-7.45,7.01,450,"1993-03-03 2022-03-17",82.11,11.54,450,"1993-03-03 2022-03-17",0.07,8.4,450,"1993-03-03 2022-03-17",21.78,8.22,450,"1993-03-03 2022-03-17",-13.55,7.51,450,"1993-03-03 2022-03-17",51.75,14.62,450,"1993-03-03 2022-03-17",-9.67,7.85,450,"1993-03-03 2022-03-17",3.01,3.57,450,"1993-03-03 2022-03-17",0.58,1.47,442,"1993-03-06 2022-03-17",,,,,,,,,,,,,,,,
2023-03-09,-7.67,7.13,450,"1993-03-02 2022-03-16",82.13,11.57,450,"1993-03-02 2022-03-16",-0.28,8.46,450,"1993-03-02 2022-03-16",21.82,8.19,450,"1993-03-02 2022-03-16",-13.89,7.66,450,"1993-03-02 2022-03-16",52.15,14.58,450,"1993-03-02 2022-03-16",-10,8,450,"1993-03-02 2022-03-16",3.1,3.6,450,"1993-03-02 2022-03-16",0.6,1.56,442,"1993-03-06 2022-03-16",,,,,,,,,,,,,,,,
2023-03-08,-7.87,7.24,450,"1993-03-01 2022-03-15",82.13,11.42,450,"1993-03-01 2022-03-15",-0.52,8.56,450,"1993-03-01 2022-03-15",21.87,8.21,450,"1993-03-01 2022-03-15",-14.17,7.75,450,"1993-03-01 2022-03-15",52.2,14.28,450,"1993-03-01 2022-03-15",-10.31,8.08,450,"1993-03-01 2022-03-15",3.14,3.55,450,"1993-03-01 2022-03-15",0.58,1.51,441,"1993-03-06 2022-03-15",,,,,,,,,,,,,,,,
2023-03-07,-8.11,7.29,450,"1993-02-28 2022-03-14",82.03,11.41,450,"1993-02-28 2022-03-14",-0.8,8.59,450,"1993-02-28 2022-03-14",21.64,7.99,450,"1993-02-28 2022-03-14",-14.42,7.8,450,"1993-02-28 2022-03-14",52.4,14.11,450,"1993-02-28 2022-03-14",-10.61,8.1,450,"1993-02-28 2022-03-14",3.12,3.55,450,"1993-02-28 2022-03-14",0.58,1.5,440,"1993-03-06 2022-03-14",,,,,,,,,,,,,,,,
2023-03-06,-8.35,7.24,450,"1993-02-27 2022-03-13",81.86,11.33,450,"1993-02-27 2022-03-13",-1.05,8.5,450,"1993-02-27 2022-03-13",21.54,8.02,450,"1993-02-27 2022-03-13",-14.74,7.81,450,"1993-02-27 2022-03-13",52.46,14.09,450,"1993-02-27 2022-03-13",-10.94,8.07,450,"1993-02-27 2022-03-13",3.03,3.49,450,"1993-02-27 2022-03-13",0.56,1.5,439,"1993-03-06 2022-03-13",,,,,,,,,,,,,,,,
2023-03-05,-8.61,7.31,450,"1993-02-26 2022-03-12",81.71,11.12,450,"1993-02-26 2022-03-12",-1.34,8.49,450,"1993-02-26 2022-03-12",21.29,7.88,450,"1993-02-26 2022-03-12",-15.07,7.96,450,"1993-02-26 2022-03-12",52.59,13.88,450,"1993-02-26 2022-03-12",-11.32,8.11,450,"1993-02-26 2022-03-12",2.91,3.41,450,"1993-02-26 2022-03-12",0.53,1.43,438,"1993-03-06 2022-03-12",,,,,,,,,,,,,,,,
2023-03-04,-8.96,7.43,450,"1993-02-25 2022-03-11",81.76,11.04,450,"1993-02-25 2022-03-11",-1.71,8.51,450,"1993-02-25 2022-03-11",20.77,7.62,450,"1993-02-25 2022-03-11",-15.5,8.08,450,"1993-02-25 2022-03-11",52.69,13.85,450,"1993-02-25 2022-03-11",-11.85,8.12,450,"1993-02-25 2022-03-11",2.78,3.35,450,"1993-02-25 2022-03-11",0.52,1.41,437,"1993-03-06 2022-03-11",,,,,,,,,,,,,,,,
2023-03-03,-9.29,7.49,450,"1993-02-24 2022-03-10",81.79,10.94,450,"1993-02-24 2022-03-10",-2.06,8.51,450,"1993-02-24 2022-03-10",20.51,7.6,450,"1993-02-24 2022-03-10",-15.83,8.06,450,"1993-02-24 2022-03-10",52.71,13.62,450,"1993-02-24 2022-03-10",-12.21,8.03,450,"1993-02-24 2022-03-10",2.81,3.38,450,"1993-02-24 2022-03-10",0.5,1.39,436,"1993-03-06 2022-03-10",,,,,,,,,,,,,,,,
2023-03-02,-9.5,7.47,450,"1993-02-23 2022-03-09",81.83,10.79,450,"1993-02-23 2022-03-09",-2.37,8.42,450,"1993-02-23 2022-03-09",20.5,7.63,450,"1993-02-23 2022-03-09",-16.04,8.02,450,"1993-02-23 2022-03-09",52.96,13.42,450,"1993-02-23 2022-03-09",-12.47,7.97,450,"1993-02-23 2022-03-09",2.75,3.36,450,"1993-02-23 2022-03-09",0.48,1.34,436,"1993-02-23 2022-03-09",,,,,,,,,,,,,,,,
